User_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
PP1074950,222,2,1320.45,1,2,1,4,Lost
PP1074952,2,5,189453.29,5,5,5,15,High Value
PP1074953,148,2,57921.43,2,2,4,8,Regular
PP1074955,339,1,7372.36,1,1,2,4,Lost
PP1074956,75,1,307.81,3,1,1,5,Needs Attention
PP1074957,4,3,24980.940000000002,5,4,4,13,High Value
PP1074958,133,1,1872.47,2,1,1,4,Lost
PP1074959,17,3,12496.99,5,4,3,12,Loyal
PP1074960,17,6,65831.32,5,5,4,14,High Value
PP1074961,40,3,82300.84,4,4,5,13,High Value
PP1074962,118,5,15806.28,2,5,3,10,Loyal
PP1074963,276,1,186.68,1,1,1,3,Lost
PP1074966,22,2,27670.75,5,2,4,11,Loyal
PP1074967,288,1,4839.27,1,1,2,4,Lost
PP1074968,224,2,94877.12000000001,1,2,5,8,Regular
PP1074969,225,3,25302.91,1,4,4,9,Regular
PP1074970,333,1,3874.31,1,1,1,3,Lost
PP1074971,67,3,40809.72,3,4,4,11,Loyal
PP1074972,72,3,18415.79,3,4,3,10,Loyal
PP1074974,21,2,53180.12,5,2,4,11,Loyal
PP1074975,21,4,7805.41,5,4,2,11,Loyal
PP1074976,44,3,3503.87,4,4,1,9,Regular
PP1074977,31,7,127227.85,4,5,5,14,High Value
PP1074978,72,3,87576.89,3,4,5,12,Loyal
PP1074979,309,1,279.46,1,1,1,3,Lost
PP1074980,82,2,87895.57,3,2,5,10,Loyal
PP1074981,6,4,15836.71,5,4,3,12,Loyal
PP1074982,20,3,11403.9,5,4,3,12,Loyal
PP1074983,8,7,43878.0,5,5,4,14,High Value
PP1074984,162,6,99952.8,2,5,5,12,Loyal
PP1074985,135,8,121354.62,2,5,5,12,Loyal
PP1074986,17,4,16690.14,5,4,3,12,Loyal
PP1074987,57,3,106780.93000000001,4,4,5,13,High Value
PP1074988,53,4,124345.63999999998,4,4,5,13,High Value
PP1074989,58,3,1656.6100000000001,4,4,1,9,Regular
PP1074990,68,2,2572.27,3,2,1,6,Needs Attention
PP1074991,52,4,15597.32,4,4,3,11,Loyal
PP1074992,295,1,5069.68,1,1,2,4,Lost
PP1074993,14,4,138247.03,5,4,5,14,High Value
PP1074994,23,2,25447.780000000002,5,2,4,11,Loyal
PP1074995,95,2,4240.28,3,2,1,6,Needs Attention
PP1074996,219,3,18708.96,1,4,3,8,Regular
PP1074997,116,3,61531.049999999996,2,4,4,10,Loyal
PP1074998,32,2,2231.01,4,2,1,7,Regular
PP1075000,1,4,20102.21,5,4,3,12,Loyal
PP1075001,325,1,4269.91,1,1,1,3,Lost
PP1075002,173,3,2124.08,2,4,1,7,Regular
PP1075003,66,3,14958.24,3,4,3,10,Loyal
PP1075004,33,4,12553.75,4,4,3,11,Loyal
PP1075005,68,4,60522.94,3,4,4,11,Loyal
PP1075006,70,1,3682.78,3,1,1,5,Needs Attention
PP1075007,38,2,5182.33,4,2,2,8,Regular
PP1075008,337,1,92168.5,1,1,5,7,Regular
PP1075009,40,3,90630.58,4,4,5,13,High Value
PP1075010,120,3,22134.82,2,4,3,9,Regular
PP1075011,36,5,31743.65,4,5,4,13,High Value
PP1075012,141,1,309.03,2,1,1,4,Lost
PP1075013,274,1,79764.18,1,1,5,7,Regular
PP1075014,91,3,6047.56,3,4,2,9,Regular
PP1075015,10,7,100566.73,5,5,5,15,High Value
PP1075016,120,3,5841.219999999999,2,4,2,8,Regular
PP1075017,184,2,7539.370000000001,1,2,2,5,Needs Attention
PP1075018,129,4,100086.73999999999,2,4,5,11,Loyal
PP1075019,271,2,2687.48,1,2,1,4,Lost
PP1075020,8,3,10986.0,5,4,3,12,Loyal
PP1075021,317,1,935.08,1,1,1,3,Lost
PP1075022,175,2,43125.729999999996,2,2,4,8,Regular
PP1075023,41,6,64089.240000000005,4,5,4,13,High Value
PP1075025,109,4,67754.33,3,4,4,11,Loyal
PP1075026,28,4,25193.34,5,4,4,13,High Value
PP1075027,43,3,14166.130000000001,4,4,3,11,Loyal
PP1075028,94,3,6701.92,3,4,2,9,Regular
PP1075029,187,1,4435.33,1,1,2,4,Lost
PP1075030,211,5,14763.07,1,5,3,9,Regular
PP1075031,76,6,101792.98999999999,3,5,5,13,High Value
PP1075032,60,5,19251.07,4,5,3,12,Loyal
PP1075033,329,1,971.41,1,1,1,3,Lost
PP1075034,63,4,54763.01000000001,3,4,4,11,Loyal
PP1075035,125,3,5440.4,2,4,2,8,Regular
PP1075036,192,2,50258.59,1,2,4,7,Regular
PP1075037,49,5,213139.78,4,5,5,14,High Value
PP1075038,216,2,6268.780000000001,1,2,2,5,Needs Attention
PP1075039,18,5,218284.08,5,5,5,15,High Value
PP1075040,237,1,15787.02,1,1,3,5,Needs Attention
PP1075041,45,5,113534.59,4,5,5,14,High Value
PP1075042,147,5,14216.199999999999,2,5,3,10,Loyal
PP1075043,358,1,936.39,1,1,1,3,Lost
PP1075045,182,3,29280.809999999998,2,4,4,10,Loyal
PP1075046,14,4,56598.76,5,4,4,13,High Value
PP1075047,13,3,111356.14,5,4,5,14,High Value
PP1075048,206,2,9383.13,1,2,2,5,Needs Attention
PP1075049,39,3,36033.63,4,4,4,12,Loyal
PP1075050,57,5,104587.04999999999,4,5,5,14,High Value
PP1075051,1,2,13564.57,5,2,3,10,Loyal
PP1075052,1,4,34236.979999999996,5,4,4,13,High Value
PP1075053,4,6,116856.7,5,5,5,15,High Value
PP1075054,44,4,13219.7,4,4,3,11,Loyal
PP1075055,192,1,3838.46,1,1,1,3,Lost
PP1075056,7,3,16535.43,5,4,3,12,Loyal
PP1075057,184,2,2684.2,1,2,1,4,Lost
PP1075058,40,5,52366.68,4,5,4,13,High Value
PP1075059,118,2,5191.32,2,2,2,6,Needs Attention
PP1075060,21,7,91227.45999999999,5,5,5,15,High Value
PP1075061,295,1,4435.87,1,1,2,4,Lost
PP1075062,82,3,5046.54,3,4,2,9,Regular
PP1075063,22,4,10885.03,5,4,3,12,Loyal
PP1075064,108,6,21230.300000000003,3,5,3,11,Loyal
PP1075065,26,7,9913.95,5,5,2,12,Loyal
PP1075066,22,4,40765.770000000004,5,4,4,13,High Value
PP1075067,47,7,72867.61,4,5,5,14,High Value
PP1075068,48,2,87289.26000000001,4,2,5,11,Loyal
PP1075070,126,1,43164.81,2,1,4,7,Regular
PP1075071,25,5,18883.129999999997,5,5,3,13,High Value
PP1075072,67,6,45026.04,3,5,4,12,Loyal
PP1075073,1,2,10777.93,5,2,3,10,Loyal
PP1075074,144,3,50840.61,2,4,4,10,Loyal
PP1075075,161,2,54429.450000000004,2,2,4,8,Regular
PP1075076,26,2,81356.27,5,2,5,12,Loyal
PP1075077,79,2,4028.6400000000003,3,2,1,6,Needs Attention
PP1075078,281,1,33419.15,1,1,4,6,Needs Attention
PP1075079,249,2,4443.84,1,2,2,5,Needs Attention
PP1075080,341,1,2160.76,1,1,1,3,Lost
PP1075081,88,2,5098.740000000001,3,2,2,7,Regular
PP1075082,69,7,84884.39,3,5,5,13,High Value
PP1075083,137,4,85041.64,2,4,5,11,Loyal
PP1075084,15,11,46360.11,5,5,4,14,High Value
PP1075085,84,6,16041.61,3,5,3,11,Loyal
PP1075087,100,2,12670.95,3,2,3,8,Regular
PP1075088,14,4,25560.21,5,4,4,13,High Value
PP1075089,15,6,4556.01,5,5,2,12,Loyal
PP1075090,61,2,16693.13,4,2,3,9,Regular
PP1075091,217,3,25219.13,1,4,4,9,Regular
PP1075092,185,6,105253.75,1,5,5,11,Loyal
PP1075093,7,2,3759.44,5,2,1,8,Regular
PP1075094,58,2,64011.41,4,2,4,10,Loyal
PP1075095,205,1,815.46,1,1,1,3,Lost
PP1075096,101,3,6334.150000000001,3,4,2,9,Regular
PP1075097,73,2,5110.7300000000005,3,2,2,7,Regular
PP1075098,173,4,45433.54,2,4,4,10,Loyal
PP1075099,255,2,2155.14,1,2,1,4,Lost
PP1075100,197,2,106560.76,1,2,5,8,Regular
PP1075101,258,1,2378.62,1,1,1,3,Lost
PP1075102,161,3,19463.5,2,4,3,9,Regular
PP1075103,162,2,951.57,2,2,1,5,Needs Attention
PP1075104,15,1,217.61,5,1,1,7,Regular
PP1075105,354,1,4421.21,1,1,2,4,Lost
PP1075106,18,4,44814.14,5,4,4,13,High Value
PP1075107,233,3,6562.96,1,4,2,7,Regular
PP1075108,28,5,75222.79,5,5,5,15,High Value
PP1075109,26,3,4651.71,5,4,2,11,Loyal
PP1075110,46,5,13498.1,4,5,3,12,Loyal
PP1075111,10,7,30819.58,5,5,4,14,High Value
PP1075112,1,3,75205.25,5,4,5,14,High Value
PP1075113,164,2,12735.859999999999,2,2,3,7,Regular
PP1075114,181,2,22409.15,2,2,3,7,Regular
PP1075115,275,2,39974.4,1,2,4,7,Regular
PP1075116,2,3,50318.35,5,4,4,13,High Value
PP1075117,30,3,62164.84,4,4,4,12,Loyal
PP1075118,146,2,41588.93,2,2,4,8,Regular
PP1075119,21,7,49158.48,5,5,4,14,High Value
PP1075120,174,5,162376.6,2,5,5,12,Loyal
PP1075121,214,2,18697.39,1,2,3,6,Needs Attention
PP1075122,5,2,4063.0899999999997,5,2,1,8,Regular
PP1075124,64,5,38513.91,3,5,4,12,Loyal
PP1075125,126,3,17317.8,2,4,3,9,Regular
PP1075126,10,3,36046.92,5,4,4,13,High Value
PP1075127,37,4,110624.07,4,4,5,13,High Value
PP1075128,112,4,8238.45,2,4,2,8,Regular
PP1075130,16,4,234868.01,5,4,5,14,High Value
PP1075131,58,3,7077.01,4,4,2,10,Loyal
PP1075132,25,4,14080.58,5,4,3,12,Loyal
PP1075133,287,1,76574.25,1,1,5,7,Regular
PP1075134,17,2,1401.26,5,2,1,8,Regular
PP1075135,34,3,29706.04,4,4,4,12,Loyal
PP1075136,96,3,62063.29,3,4,4,11,Loyal
PP1075137,121,2,7039.16,2,2,2,6,Needs Attention
PP1075138,49,2,17000.6,4,2,3,9,Regular
PP1075140,58,4,38884.07,4,4,4,12,Loyal
PP1075141,116,3,6793.11,2,4,2,8,Regular
PP1075142,12,6,27731.14,5,5,4,14,High Value
PP1075143,9,3,14718.02,5,4,3,12,Loyal
PP1075144,137,3,70669.07,2,4,5,11,Loyal
PP1075145,226,5,14778.02,1,5,3,9,Regular
PP1075146,21,3,4732.59,5,4,2,11,Loyal
PP1075147,280,2,35709.32,1,2,4,7,Regular
PP1075149,26,2,4375.49,5,2,2,9,Regular
PP1075150,61,2,2986.92,4,2,1,7,Regular
PP1075151,64,2,5530.08,3,2,2,7,Regular
PP1075152,140,1,4386.65,2,1,2,5,Needs Attention
PP1075153,164,4,72167.95999999999,2,4,5,11,Loyal
PP1075154,260,2,3270.5699999999997,1,2,1,4,Lost
PP1075155,140,4,4153.450000000001,2,4,1,7,Regular
PP1075156,16,4,12721.28,5,4,3,12,Loyal
PP1075157,27,4,15410.300000000001,5,4,3,12,Loyal
PP1075158,148,3,20143.579999999998,2,4,3,9,Regular
PP1075159,71,5,80655.51,3,5,5,13,High Value
PP1075160,7,1,968.98,5,1,1,7,Regular
PP1075161,57,6,75834.55,4,5,5,14,High Value
PP1075162,41,5,10794.18,4,5,3,12,Loyal
PP1075163,76,3,73390.15,3,4,5,12,Loyal
PP1075164,200,3,21211.59,1,4,3,8,Regular
PP1075165,127,3,9655.36,2,4,2,8,Regular
PP1075166,75,7,19945.379999999997,3,5,3,11,Loyal
PP1075167,5,2,2295.96,5,2,1,8,Regular
PP1075168,38,5,126616.13,4,5,5,14,High Value
PP1075169,118,2,1871.45,2,2,1,5,Needs Attention
PP1075170,126,2,2897.68,2,2,1,5,Needs Attention
PP1075171,31,2,19303.24,4,2,3,9,Regular
PP1075172,1,3,7191.2300000000005,5,4,2,11,Loyal
PP1075173,119,4,170190.84000000003,2,4,5,11,Loyal
PP1075174,88,5,25645.010000000002,3,5,4,12,Loyal
PP1075175,53,1,26051.95,4,1,4,9,Regular
PP1075176,71,2,101139.81999999999,3,2,5,10,Loyal
PP1075177,70,2,47775.79,3,2,4,9,Regular
PP1075178,129,2,5727.91,2,2,2,6,Needs Attention
PP1075179,36,3,49636.05,4,4,4,12,Loyal
PP1075180,55,2,20956.82,4,2,3,9,Regular
PP1075181,144,5,14742.03,2,5,3,10,Loyal
PP1075182,55,7,128181.32,4,5,5,14,High Value
PP1075183,53,3,101410.34000000001,4,4,5,13,High Value
PP1075184,166,2,4146.98,2,2,1,5,Needs Attention
PP1075185,30,3,9585.27,4,4,2,10,Loyal
PP1075186,127,5,5038.299999999999,2,5,2,9,Regular
PP1075188,82,2,2865.6,3,2,1,6,Needs Attention
PP1075189,132,2,6278.400000000001,2,2,2,6,Needs Attention
PP1075190,250,3,21849.89,1,4,3,8,Regular
PP1075191,25,7,35045.54,5,5,4,14,High Value
PP1075192,65,3,75492.51,3,4,5,12,Loyal
PP1075193,223,2,4778.0,1,2,2,5,Needs Attention
PP1075194,94,4,9367.91,3,4,2,9,Regular
PP1075195,83,2,3399.38,3,2,1,6,Needs Attention
PP1075196,43,2,2717.38,4,2,1,7,Regular
PP1075197,79,2,11602.17,3,2,3,8,Regular
PP1075198,41,2,84436.9,4,2,5,11,Loyal
PP1075199,172,2,4781.049999999999,2,2,2,6,Needs Attention
PP1075200,228,2,4288.47,1,2,2,5,Needs Attention
PP1075201,34,6,28355.25,4,5,4,13,High Value
PP1075202,141,1,709.61,2,1,1,4,Lost
PP1075203,150,6,133189.11,2,5,5,12,Loyal
PP1075204,83,4,9802.95,3,4,2,9,Regular
PP1075205,85,2,19003.62,3,2,3,8,Regular
PP1075206,85,4,18585.52,3,4,3,10,Loyal
PP1075207,84,6,105048.70999999999,3,5,5,13,High Value
PP1075208,71,5,43837.350000000006,3,5,4,12,Loyal
PP1075209,42,3,3147.6,4,4,1,9,Regular
PP1075210,134,5,37357.57,2,5,4,11,Loyal
PP1075211,136,2,6042.860000000001,2,2,2,6,Needs Attention
PP1075212,140,1,110.47,2,1,1,4,Lost
PP1075213,103,2,5624.29,3,2,2,7,Regular
PP1075214,95,1,4062.43,3,1,1,5,Needs Attention
PP1075215,339,1,3002.1,1,1,1,3,Lost
PP1075216,161,2,89090.9,2,2,5,9,Regular
PP1075217,36,6,12058.8,4,5,3,12,Loyal
PP1075218,58,4,85708.27,4,4,5,13,High Value
PP1075219,72,5,175985.25999999998,3,5,5,13,High Value
PP1075220,167,5,17949.03,2,5,3,10,Loyal
PP1075221,83,2,51599.38,3,2,4,9,Regular
PP1075222,111,5,104246.43000000001,2,5,5,12,Loyal
PP1075223,189,1,6886.7,1,1,2,4,Lost
PP1075224,11,3,5894.07,5,4,2,11,Loyal
PP1075225,187,3,40278.42,1,4,4,9,Regular
PP1075226,180,3,5497.56,2,4,2,8,Regular
PP1075227,65,5,33175.52,3,5,4,12,Loyal
PP1075228,194,1,4818.59,1,1,2,4,Lost
PP1075229,85,2,1391.83,3,2,1,6,Needs Attention
PP1075230,63,4,84847.82999999999,3,4,5,12,Loyal
PP1075231,249,3,74078.45,1,4,5,10,Loyal
PP1075232,20,2,13688.02,5,2,3,10,Loyal
PP1075233,122,3,7310.27,2,4,2,8,Regular
PP1075234,217,2,66527.86,1,2,4,7,Regular
PP1075235,2,4,11459.45,5,4,3,12,Loyal
PP1075236,39,3,3346.49,4,4,1,9,Regular
PP1075237,33,4,100290.44,4,4,5,13,High Value
PP1075239,40,2,7455.55,4,2,2,8,Regular
PP1075240,269,1,382.66,1,1,1,3,Lost
PP1075241,96,3,85702.75,3,4,5,12,Loyal
PP1075242,60,4,66721.94,4,4,4,12,Loyal
PP1075243,174,2,97019.44,2,2,5,9,Regular
PP1075244,165,1,63554.0,2,1,4,7,Regular
PP1075245,61,3,8711.4,4,4,2,10,Loyal
PP1075246,95,2,25620.21,3,2,4,9,Regular
PP1075247,38,2,589.28,4,2,1,7,Regular
PP1075248,2,1,1340.99,5,1,1,7,Regular
PP1075249,137,4,33903.81,2,4,4,10,Loyal
PP1075250,140,1,2849.25,2,1,1,4,Lost
PP1075251,33,3,13870.97,4,4,3,11,Loyal
PP1075252,2,6,52426.38,5,5,4,14,High Value
PP1075253,138,4,31117.13,2,4,4,10,Loyal
PP1075254,36,5,27195.15,4,5,4,13,High Value
PP1075255,3,5,9534.61,5,5,2,12,Loyal
PP1075256,73,1,1461.51,3,1,1,5,Needs Attention
PP1075257,137,4,38851.47,2,4,4,10,Loyal
PP1075258,281,1,4237.76,1,1,1,3,Lost
PP1075259,22,2,4473.98,5,2,2,9,Regular
PP1075260,89,5,63831.780000000006,3,5,4,12,Loyal
PP1075261,64,2,1951.1399999999999,3,2,1,6,Needs Attention
PP1075262,180,1,236.91,2,1,1,4,Lost
PP1075265,106,2,10632.44,3,2,3,8,Regular
PP1075266,74,5,95916.37,3,5,5,13,High Value
PP1075267,132,4,76294.11,2,4,5,11,Loyal
PP1075268,40,6,23291.41,4,5,4,13,High Value
PP1075269,77,3,2377.0,3,4,1,8,Regular
PP1075271,212,1,13164.72,1,1,3,5,Needs Attention
PP1075272,23,5,20622.3,5,5,3,13,High Value
PP1075273,189,4,19551.71,1,4,3,8,Regular
PP1075274,12,5,11547.07,5,5,3,13,High Value
PP1075275,170,4,16068.08,2,4,3,9,Regular
PP1075276,52,2,3720.6800000000003,4,2,1,7,Regular
PP1075277,2,3,115502.78000000001,5,4,5,14,High Value
PP1075278,27,4,39324.66,5,4,4,13,High Value
PP1075279,21,3,108952.41,5,4,5,14,High Value
PP1075280,109,3,12514.07,3,4,3,10,Loyal
PP1075281,96,2,14044.9,3,2,3,8,Regular
PP1075282,41,2,7273.95,4,2,2,8,Regular
PP1075283,58,4,27886.6,4,4,4,12,Loyal
PP1075284,59,6,84971.81,4,5,5,14,High Value
PP1075285,119,3,20093.59,2,4,3,9,Regular
PP1075286,36,11,140060.02000000002,4,5,5,14,High Value
PP1075287,94,2,3176.68,3,2,1,6,Needs Attention
PP1075288,212,1,2448.16,1,1,1,3,Lost
PP1075289,4,5,96790.07,5,5,5,15,High Value
PP1075290,36,3,70822.07,4,4,5,13,High Value
PP1075291,106,2,2319.86,3,2,1,6,Needs Attention
PP1075292,17,4,75251.61,5,4,5,14,High Value
PP1075293,23,4,43359.619999999995,5,4,4,13,High Value
PP1075294,85,1,2085.57,3,1,1,5,Needs Attention
PP1075295,13,2,30157.809999999998,5,2,4,11,Loyal
PP1075296,63,5,53650.92999999999,3,5,4,12,Loyal
PP1075297,223,3,14647.57,1,4,3,8,Regular
PP1075298,60,2,4525.35,4,2,2,8,Regular
PP1075299,8,7,167903.69999999998,5,5,5,15,High Value
PP1075300,128,2,4220.57,2,2,1,5,Needs Attention
PP1075301,21,1,959.57,5,1,1,7,Regular
PP1075302,17,8,19146.23,5,5,3,13,High Value
PP1075303,7,3,5079.56,5,4,2,11,Loyal
PP1075304,44,5,28734.019999999997,4,5,4,13,High Value
PP1075305,12,6,75768.53,5,5,5,15,High Value
PP1075307,104,3,24378.8,3,4,4,11,Loyal
PP1075308,45,1,9802.93,4,1,2,7,Regular
PP1075309,13,3,8024.81,5,4,2,11,Loyal
PP1075310,279,3,80883.38,1,4,5,10,Loyal
PP1075311,21,4,101669.38,5,4,5,14,High Value
PP1075312,120,2,33705.61,2,2,4,8,Regular
PP1075313,1,5,31560.06,5,5,4,14,High Value
PP1075314,41,3,2719.46,4,4,1,9,Regular
PP1075315,7,5,192783.87,5,5,5,15,High Value
PP1075316,95,6,54051.770000000004,3,5,4,12,Loyal
PP1075317,97,3,20449.64,3,4,3,10,Loyal
PP1075318,25,6,14978.44,5,5,3,13,High Value
PP1075319,155,2,15965.95,2,2,3,7,Regular
PP1075320,69,2,4582.63,3,2,2,7,Regular
PP1075321,122,2,4098.030000000001,2,2,1,5,Needs Attention
PP1075322,52,8,63894.43000000001,4,5,4,13,High Value
PP1075323,50,2,16547.83,4,2,3,9,Regular
PP1075324,116,4,108182.59,2,4,5,11,Loyal
PP1075325,63,7,116120.97,3,5,5,13,High Value
PP1075326,22,3,10819.779999999999,5,4,3,12,Loyal
PP1075327,4,3,100995.59999999999,5,4,5,14,High Value
PP1075328,302,2,5624.79,1,2,2,5,Needs Attention
PP1075329,50,2,9145.52,4,2,2,8,Regular
PP1075330,195,1,1598.92,1,1,1,3,Lost
PP1075331,6,8,112406.2,5,5,5,15,High Value
PP1075332,16,4,6697.11,5,4,2,11,Loyal
PP1075333,50,4,27757.26,4,4,4,12,Loyal
PP1075334,71,1,6909.26,3,1,2,6,Needs Attention
PP1075335,285,1,1356.32,1,1,1,3,Lost
PP1075336,97,5,30383.93,3,5,4,12,Loyal
PP1075337,80,4,3006.9,3,4,1,8,Regular
PP1075338,40,2,5218.219999999999,4,2,2,8,Regular
PP1075339,94,3,24792.96,3,4,4,11,Loyal
PP1075340,356,1,4278.57,1,1,1,3,Lost
PP1075341,309,1,930.47,1,1,1,3,Lost
PP1075342,71,1,868.53,3,1,1,5,Needs Attention
PP1075343,113,1,1533.51,2,1,1,4,Lost
PP1075344,126,5,21250.04,2,5,3,10,Loyal
PP1075345,1,7,131927.1,5,5,5,15,High Value
PP1075346,103,4,45019.08,3,4,4,11,Loyal
PP1075347,41,1,15612.3,4,1,3,8,Regular
PP1075348,317,1,58331.52,1,1,4,6,Needs Attention
PP1075350,77,2,6978.130000000001,3,2,2,7,Regular
PP1075351,328,1,4210.87,1,1,1,3,Lost
PP1075352,171,1,99745.67,2,1,5,8,Regular
PP1075353,9,2,7223.870000000001,5,2,2,9,Regular
PP1075354,70,5,29408.04,3,5,4,12,Loyal
PP1075355,46,1,3015.99,4,1,1,6,Needs Attention
PP1075356,127,6,133849.84,2,5,5,12,Loyal
PP1075357,116,3,10334.380000000001,2,4,3,9,Regular
PP1075358,213,3,11317.51,1,4,3,8,Regular
PP1075359,18,2,15375.54,5,2,3,10,Loyal
PP1075360,139,4,29390.809999999998,2,4,4,10,Loyal
PP1075361,41,6,123369.48,4,5,5,14,High Value
PP1075362,188,3,63350.39,1,4,4,9,Regular
PP1075363,12,4,7618.63,5,4,2,11,Loyal
PP1075364,218,1,78638.66,1,1,5,7,Regular
PP1075365,105,6,12875.57,3,5,3,11,Loyal
PP1075366,175,2,55365.98,2,2,4,8,Regular
PP1075367,152,3,7825.89,2,4,2,8,Regular
PP1075368,144,5,32392.12,2,5,4,11,Loyal
PP1075369,151,5,145236.89,2,5,5,12,Loyal
PP1075370,54,4,20788.510000000002,4,4,3,11,Loyal
PP1075371,58,2,5158.17,4,2,2,8,Regular
PP1075372,192,2,7127.65,1,2,2,5,Needs Attention
PP1075373,55,2,3161.96,4,2,1,7,Regular
PP1075374,85,9,32621.32,3,5,4,12,Loyal
PP1075375,91,3,4780.4400000000005,3,4,2,9,Regular
PP1075376,115,4,6944.98,2,4,2,8,Regular
PP1075378,22,5,13781.13,5,5,3,13,High Value
PP1075379,2,7,27412.510000000002,5,5,4,14,High Value
PP1075380,100,4,55909.700000000004,3,4,4,11,Loyal
PP1075381,63,4,101010.8,3,4,5,12,Loyal
PP1075382,131,2,87484.63,2,2,5,9,Regular
PP1075383,10,1,1432.83,5,1,1,7,Regular
PP1075384,49,3,7836.889999999999,4,4,2,10,Loyal
PP1075385,1,3,164584.02,5,4,5,14,High Value
PP1075386,19,5,21839.39,5,5,3,13,High Value
PP1075387,90,1,1942.18,3,1,1,5,Needs Attention
PP1075388,92,4,41936.979999999996,3,4,4,11,Loyal
PP1075389,262,1,1273.93,1,1,1,3,Lost
PP1075390,58,4,68778.45,4,4,5,13,High Value
PP1075391,29,1,551.29,4,1,1,6,Needs Attention
PP1075392,6,3,3481.29,5,4,1,10,Loyal
PP1075393,58,3,4140.8099999999995,4,4,1,9,Regular
PP1075394,111,2,4936.38,2,2,2,6,Needs Attention
PP1075395,84,4,14824.2,3,4,3,10,Loyal
PP1075396,50,5,101975.52,4,5,5,14,High Value
PP1075397,29,2,3020.11,4,2,1,7,Regular
PP1075398,194,3,18399.41,1,4,3,8,Regular
PP1075399,63,4,81382.01,3,4,5,12,Loyal
PP1075400,273,3,104057.61,1,4,5,10,Loyal
PP1075401,11,4,17139.84,5,4,3,12,Loyal
PP1075402,11,6,72703.29,5,5,5,15,High Value
PP1075403,110,1,3843.15,2,1,1,4,Lost
PP1075404,21,2,3502.42,5,2,1,8,Regular
PP1075405,19,1,75383.51,5,1,5,11,Loyal
PP1075406,64,1,73796.61,3,1,5,9,Regular
PP1075407,102,2,44405.61,3,2,4,9,Regular
PP1075408,187,1,4133.32,1,1,1,3,Lost
PP1075409,151,3,16463.11,2,4,3,9,Regular
PP1075410,20,4,25674.76,5,4,4,13,High Value
PP1075411,175,3,152667.64,2,4,5,11,Loyal
PP1075412,149,2,2079.2799999999997,2,2,1,5,Needs Attention
PP1075413,36,3,22850.91,4,4,3,11,Loyal
PP1075414,128,3,7750.59,2,4,2,8,Regular
PP1075415,199,2,5783.63,1,2,2,5,Needs Attention
PP1075416,54,3,102451.96,4,4,5,13,High Value
PP1075417,12,2,20048.47,5,2,3,10,Loyal
PP1075418,2,4,100447.38,5,4,5,14,High Value
PP1075419,80,3,6218.49,3,4,2,9,Regular
PP1075420,6,4,79979.33,5,4,5,14,High Value
PP1075422,12,3,30080.940000000002,5,4,4,13,High Value
PP1075423,63,7,109089.74,3,5,5,13,High Value
PP1075424,1,3,79370.1,5,4,5,14,High Value
PP1075426,9,2,10131.67,5,2,3,10,Loyal
PP1075427,126,3,6141.44,2,4,2,8,Regular
PP1075428,10,4,87030.26,5,4,5,14,High Value
PP1075429,214,4,25404.16,1,4,4,9,Regular
PP1075430,115,1,1927.65,2,1,1,4,Lost
PP1075431,32,8,53175.3,4,5,4,13,High Value
PP1075432,111,3,7657.61,2,4,2,8,Regular
PP1075433,4,3,13277.45,5,4,3,12,Loyal
PP1075434,22,4,111204.95999999999,5,4,5,14,High Value
PP1075435,59,2,945.03,4,2,1,7,Regular
PP1075436,198,3,28017.65,1,4,4,9,Regular
PP1075437,109,5,113262.55,3,5,5,13,High Value
PP1075438,106,5,80017.07999999999,3,5,5,13,High Value
PP1075439,81,2,8732.17,3,2,2,7,Regular
PP1075440,15,1,4177.48,5,1,1,7,Regular
PP1075441,317,2,50311.95,1,2,4,7,Regular
PP1075442,4,3,6803.83,5,4,2,11,Loyal
PP1075443,113,1,5619.56,2,1,2,5,Needs Attention
PP1075444,180,1,785.62,2,1,1,4,Lost
PP1075445,215,2,1926.1200000000001,1,2,1,4,Lost
PP1075446,250,2,6431.16,1,2,2,5,Needs Attention
PP1075447,45,4,11006.060000000001,4,4,3,11,Loyal
PP1075448,309,1,10106.1,1,1,3,5,Needs Attention
PP1075449,10,2,4032.74,5,2,1,8,Regular
PP1075450,177,6,30949.93,2,5,4,11,Loyal
PP1075451,76,5,54458.5,3,5,4,12,Loyal
PP1075453,27,8,22259.36,5,5,3,13,High Value
PP1075454,40,7,28918.67,4,5,4,13,High Value
PP1075455,215,1,46347.49,1,1,4,6,Needs Attention
PP1075456,311,1,47069.54,1,1,4,6,Needs Attention
PP1075457,1,2,27691.79,5,2,4,11,Loyal
PP1075458,18,3,10190.029999999999,5,4,3,12,Loyal
PP1075459,37,2,101496.01999999999,4,2,5,11,Loyal
PP1075460,47,2,11469.6,4,2,3,9,Regular
PP1075461,113,1,3288.63,2,1,1,4,Lost
PP1075462,98,6,12363.779999999999,3,5,3,11,Loyal
PP1075463,77,1,13433.63,3,1,3,7,Regular
PP1075464,113,2,81005.38,2,2,5,9,Regular
PP1075465,87,4,135387.41,3,4,5,12,Loyal
PP1075466,154,3,17066.56,2,4,3,9,Regular
PP1075467,72,3,14368.93,3,4,3,10,Loyal
PP1075468,37,3,3340.6400000000003,4,4,1,9,Regular
PP1075469,291,1,2279.4,1,1,1,3,Lost
